CB-C1;2028-04-04;2028-04-06;;2;90,61;181,22;181,22;Pierre Laurent;1;guest1@uat-ficticio.test;+34610000001;;VRBO;BK-2028-0001;Confirmed
CB-B1;2028-01-07;2028-01-11;;4;172,79;691,16;691,16;Lucas Silva;1;guest2@uat-ficticio.test;+34610000002;;VRBO;BK-2028-0002;Confirmed
CB-C1;2028-04-20;2028-04-24;;4;112,07;448,28;448,28;Isabel García;1;guest3@uat-ficticio.test;+34610000003;;Booking;BK-2028-0003;Confirmed
CB-A2;2028-03-20;2028-03-29;;9;172,04;1548,36;1548,36;Anna Müller;3;guest4@uat-ficticio.test;+34610000004;;Airbnb;BK-2028-0004;Confirmed
CB-A2;2028-01-11;2028-01-17;;6;189,33;1135,98;1135,98;Oliver Brown;1;guest5@uat-ficticio.test;+34610000005;;Direct;BK-2028-0005;Confirmed
CB-C1;2028-04-03;2028-04-11;;8;132,70;1061,60;1061,60;Oliver Brown;2;guest6@uat-ficticio.test;+34610000006;;Airbnb;BK-2028-0006;Confirmed
CB-C1;2028-05-12;2028-05-20;;8;160,48;1283,84;1283,84;Marco Rossi;4;guest7@uat-ficticio.test;+34610000007;;VRBO;BK-2028-0007;Confirmed
CB-A2;2028-01-14;2028-01-20;;6;157,16;942,96;942,96;Marta Kowalski;2;guest8@uat-ficticio.test;+34610000008;;Direct;BK-2028-0008;Confirmed
CB-A2;2028-05-08;2028-05-12;;4;85,18;340,72;340,72;Lucas Silva;4;guest9@uat-ficticio.test;+34610000009;;Direct;BK-2028-0009;Confirmed
CB-A2;2028-05-14;2028-05-21;;7;176,29;1234,03;1234,03;Sophie Dubois;1;guest10@uat-ficticio.test;+34610000010;;VRBO;BK-2028-0010;Confirmed
CB-C1;2028-05-17;2028-05-24;;7;119,22;834,54;834,54;Marco Rossi;3;guest11@uat-ficticio.test;+34610000011;;Booking;BK-2028-0011;Confirmed
CB-A1;2028-03-17;2028-03-23;;6;165,22;991,32;0,00;James Wilson;1;guest12@uat-ficticio.test;+34610000012;;Direct;BK-2028-0012;Confirmed
CB-C1;2028-04-03;2028-04-06;;3;84,12;252,36;252,36;James Wilson;3;guest13@uat-ficticio.test;+34610000013;;Airbnb;BK-2028-0013;Confirmed
CB-A1;2028-05-02;2028-05-08;;6;196,48;1178,88;1178,88;Anna Müller;3;guest14@uat-ficticio.test;+34610000014;;Direct;BK-2028-0014;Confirmed
CB-A1;2028-01-03;2028-01-10;;7;188,30;1318,10;1318,10;James Wilson;1;guest15@uat-ficticio.test;+34610000015;;VRBO;BK-2028-0015;Confirmed
CB-A1;2028-02-07;2028-02-11;;4;119,17;476,68;476,68;Isabel García;3;guest16@uat-ficticio.test;+34610000016;;Direct;BK-2028-0016;Confirmed
CB-B1;2028-05-17;2028-05-20;;3;166,21;498,63;498,63;Lucas Silva;3;guest17@uat-ficticio.test;+34610000017;;Booking;BK-2028-0017;Confirmed
CB-B1;2028-01-14;2028-01-18;;4;136,87;547,48;547,48;Pierre Laurent;2;guest18@uat-ficticio.test;+34610000018;;VRBO;BK-2028-0018;Confirmed
CB-C1;2028-05-05;2028-05-12;;7;106,39;744,73;744,73;Laura Schmidt;3;guest19@uat-ficticio.test;+34610000019;;VRBO;BK-2028-0019;Confirmed
CB-C1;2028-04-20;2028-04-24;;4;154,28;617,12;617,12;Claire Martin;3;guest20@uat-ficticio.test;+34610000020;;Direct;BK-2028-0020;Confirmed
CB-B1;2028-03-04;2028-03-08;;4;110,66;442,64;442,64;Thomas Becker;1;guest21@uat-ficticio.test;+34610000021;;Booking;BK-2028-0021;Confirmed
CB-B1;2028-03-20;2028-03-24;;4;118,92;475,68;475,68;Marco Rossi;2;guest22@uat-ficticio.test;+34610000022;;VRBO;BK-2028-0022;Confirmed
CB-A1;2028-06-07;2028-06-12;;5;167,07;835,35;835,35;Marco Rossi;2;guest23@uat-ficticio.test;+34610000023;;Direct;BK-2028-0023;Confirmed
CB-A1;2028-01-01;2028-01-07;;6;162,10;972,60;972,60;Oliver Brown;2;guest24@uat-ficticio.test;+34610000024;;Booking;BK-2028-0024;Confirmed
CB-B1;2028-03-02;2028-03-06;;4;107,48;429,92;429,92;Oliver Brown;1;guest25@uat-ficticio.test;+34610000025;;VRBO;BK-2028-0025;Confirmed
CB-A1;2028-05-10;2028-05-14;;4;168,08;672,32;0,00;Henrik Nielsen;1;guest26@uat-ficticio.test;+34610000026;;Booking;BK-2028-0026;Confirmed
CB-B1;2028-07-03;2028-07-10;;7;167,39;1171,73;1171,73;Claire Martin;2;guest27@uat-ficticio.test;+34610000027;;VRBO;BK-2028-0027;Confirmed
CB-A1;2028-01-02;2028-01-06;;4;119,93;479,72;479,72;Thomas Becker;1;guest28@uat-ficticio.test;+34610000028;;Airbnb;BK-2028-0028;Confirmed
CB-A1;2028-07-01;2028-07-03;;2;126,61;253,22;253,22;Henrik Nielsen;3;guest29@uat-ficticio.test;+34610000029;;VRBO;BK-2028-0029;Confirmed
CB-B1;2028-01-17;2028-01-20;;3;80,44;241,32;241,32;Anna Müller;1;guest30@uat-ficticio.test;+34610000030;;Booking;BK-2028-0030;Confirmed
